strategy,query_id,difficulty,query,gold_answer,Accuracy@1,Recall@5,Recall@10,MRR,Latency_s,generated_answer,retrieved_top_chunk,hyde_hypothetical
Hybrid + Rerank,Q01,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",1,1,1,1.0,6.92,"The module ""Advanced Machine Learning"" (M1552) covers state-of-the-art neural networks, their mathematical basics, and how to apply them in various fields. Students will learn to implement, understand, and tailor neural networks to specific applications. The module is part of several Master's programs at TUHH, including Mechatronics, Data Science, and Computer Science.","Program: Masters Mechatronics | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Rec",N/A
Hybrid + Rerank,Q02,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,1,1,1,1.0,4.42,The Advanced Machine Learning module (M1552) is worth 3 credit points (CP).,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Hybrid + Rerank,Q03,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",1,1,1,1.0,7.43,"The recommended previous knowledge for the Master's program in Data Science (Masters Data Sci) and Module M1552 - Advanced Machine Learning is: |  | 1. Mathematics I-III | 2. Numerical Mathematics 1/ Numerics | 3. Programming skills, preferably in Python. |  | These prerequisites are also mentioned for the other two programs: Masters Comp Sci and Masters Mechatronics, with the same recommended previous knowledge.","Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Hybrid + Rerank,Q04,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,1,1,1,1.0,5.71,Dr. Jens-Peter Zemke is the Module Responsible for the Advanced Machine Learning (M1552) module at TUHH.,Program: Masters ICS | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |  | T,N/A
Hybrid + Rerank,Q05,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1,1,1.0,8.13,"The Advanced Machine Learning module uses a combination of lectures and recitation sections. |  | It's worth noting that this module is part of several programs, including Masters Mechatronics, Master's Data Science, and Master's Computer Science. The Master's in Computer Science program seems to be the most relevant for students interested in machine learning, as it provides a broad foundation in computer science and includes multiple modules related to machine learning, such as Advanced Machine Learning (M1552) and Technical Complementary Course II for CSMS (M1566).","Program: Masters Mechatronics | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Rec",N/A
Hybrid + Rerank,Q06,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,1,1,1,1.0,10.51,"The Advanced Machine Learning lecture (L2322) covers various topics related to machine learning, including: |  | 1. Basics: analogy; layout of neural nets, universal approximation, NP-completeness | 2. Feedforward Neural Networks: backpropagation, variants of Stochastic Gradients | 3. Convolutional Neural Networks: idea, layout, FFT and Winograd's algorithms, implementation details | 4. Adversarial Attacks | 5. Recurrent Neural Networks: idea, dynamical systems, training, LSTM | 6. Residual Neural Networks | 7. Neural ODEs | 8. Autoencoder and Generative Adversarial Networks | 9. Attention and Transformers |  | These topics provide a comprehensive understanding of various machine learning concepts and their applications.","Program: Masters Data Sci | Module: Unknown - Unknown Module | Course: L2322 | ECTS: 3 |  | Course L2322: Advanced Machine Learning |  | Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Jens-Peter Zemke |  | Language EN |  | Cycle WiSe |  | Content |  | 1.  Basics: analogy; layout of neural nets, universal approximation, NP-completeness |  | 2.  Feedforward Neural Networks: backpropagation, variants of Stochastistic ",N/A
Hybrid + Rerank,Q07,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0,0,0.0,5.87,The Advanced Machine Learning course (L2322) is offered in the Winter Semester (WiSe).,"Program: Masters Comp Sci | Module: Unknown - Unknown Module | Course: L2322 | ECTS: 3 |  | Course L2322: Advanced Machine Learning |  | Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Jens-Peter Zemke |  | Language EN |  | Cycle WiSe |  | Content |  | 1.  Basics: analogy; layout of neural nets, universal approximation, NP-completeness |  | 2.  Feedforward Neural Networks: backpropagation, variants of Stochastistic ",N/A
Hybrid + Rerank,Q08,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,0,0,0,0.0,6.25,"Yes, the module M1552 - Advanced Machine Learning is a compulsory part of the Master's program in Data Science. It provides students with knowledge and skills in implementing, understanding, and applying neural networks, which are essential for data science applications.","Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Hybrid + Rerank,Q09,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",1,1,1,1.0,8.69,"Based on the provided context, I can see that Advanced Machine Learning is included in the following programs: |  | 1. Masters Comp Sci | 2. Masters Data Sci (specifically as part of the core qualification) |  | Both of these programs seem to be a good match for students interested in machine learning and data science, as they cover a wide range of topics including advanced machine learning techniques. |  | The Masters Comp Sci program might be particularly suitable for students who want to focus on computer science aspects of machine learning, while the Masters Data Sci program provides a more interdisciplinary approach that combines machine learning with mathematics and statistics.",Program: Masters Data Sci | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |,N/A
Hybrid + Rerank,Q10,medium,What is the workload for the Advanced Machine Learning module?,Total workload 124 hours: Independent Study Time 62 h + Study Time in Lecture 28 h for the course component.,1,1,1,1.0,5.3,The workload for the Advanced Machine Learning module (L2323) is as follows: |  | - Independent Study Time: 62 hours | - Study Time in Lecture: 28 hours |  | This totals to a total of 90 hours per week.,"Program: Masters Comp Sci | Module: Unknown - Unknown Module | Course: L2323 | ECTS: 3 |  | Course L2323: Advanced Machine Learning |  | Typ Recitation Section (small) |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Jens-Peter Zemke |  | Language EN |  | Cycle WiSe |  | Content See interlocking course |  | Literature See interlocking course |  |  | Module Manual M.Sc. ""Computer Science""",N/A
Hybrid + Rerank,Q11,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,1,1,1,1.0,9.98,"I don't have enough information about that in the provided documents. |  | However, I can suggest some possible courses related to machine learning and data science that might be of interest to you: |  | * Master's Data Sci | Module: L2003 (Basics of Machine Learning) - This course covers specific procedures of machine learning and uses real-life examples. It also covers supervised and unsupervised learning approaches, including hierarchical clustering. | * Masters Comp Sci | Module: L0510 (Machine Learning and Data Mining) - Although the exact hours per week are not specified in the provided documents, this course is related to machine learning and data mining. |  | Please note that these suggestions are based on the context provided, but I would recommend checking with the academic advisor or the university's website for more information about specific courses and their schedules.","Program: Masters Data Sci | Module: Unknown - Unknown Module | Course: L0586 | ECTS: 3 |  | Course L0586: Hierarchical Algorithms |  | Typ Recitation Section (small) |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Prof. Sabine Le Borne |  | Language EN |  | Cycle WiSe |  | Content See interlocking course |  | Literature See interlocking course |  |  | Module Manual M.Sc. ""Data Science""",N/A
Hybrid + Rerank,Q12,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1,1,1.0,7.01,"In the Master's Data Sci program, a Core Qualification module has 6 ECTS points, whereas an Elective module also has 6 ECTS points. The main difference lies in their compulsory status: Core Qualification modules are compulsory for all students, while Elective modules can be chosen by students according to their interests and needs. |  | It appears that the student is looking for a module with 3 ECTS points, but I don't have enough information about specific modules to recommend one.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 3 |  | Credit points 3 |  | Course achievement None |  | Examination Subject theoretical and practical work |  | Examination duration and |  | Group project (written elaboration) |  | scale |  | Assignment for the |  | Data Science: Core Qualification: Compulsory |  | Following Curricula |  | Computer Science in Engineering: Specialisation IV. Subject Specific Focus: Elective Compulsory,N/A
Hybrid + Rerank,Q13,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,1,1,1,1.0,6.43,"To complete the Master's program in Data Science, a total of 120 LP (Lehreseinheiten) is required. This includes: |  | * 90 LP from lectures and lab courses | * 30 LP for the Master's thesis | * The remaining 0 LP are distributed among various modules, but their exact distribution is not specified. |  | Therefore, to finish the Data Science master, a total of 120 LP needs to be completed.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | The program is organized as a two-year program (four semesters) and begins each year in October. It consists of two and a half semesters of lectures | and  lab  courses  and  one  and  a  half  semesters  devoted  to  working  in  a  research  team  (project  work)  and  writing  the  master's  thesis.  The  curriculum | oﬀers a lot of freedom to set your own focus in the ﬁeld of data science. The academic degree of Mast,N/A
Hybrid + Rerank,Q14,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,0,0,0,0.0,10.48,"Based on your interests in mathematics and programming, I would recommend the Master's program in Data Science (M.Sc. Data Sci) with a focus on Specialization I: Data Science & Mathematics. |  | This specialization aligns perfectly with your strengths in mathematics and programming, as it provides a comprehensive education in data science and mathematical techniques. The program also offers a strong foundation in machine learning, linear models, and big data, which are essential skills for working with data. |  | Additionally, the Master's program in Data Science at TUHH is highly regarded and has a strong reputation in the industry. By studying this program, you will gain practical experience in data science and develop skills that are in high demand by employers. |  | I don't have enough information about other programs, such as Computer Science or Mechatronics, to make a recommendation based on your specific interests in mathematics and programming.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Hybrid + Rerank,Q15,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",1,1,1,1.0,11.01,"Based on the provided context, it appears that there are multiple modules related to deep learning and neural networks across different programs at TUHH. |  | However, one program that stands out is the Master's in Data Science (MSc Data Sci). The course ""Advanced Machine Learning"" (L2322) seems to cover various topics in deep learning and neural networks, including feedforward neural networks, convolutional neural networks, recurrent neural networks, residual neural networks, and more. |  | I would recommend exploring this module further, as it appears to be a comprehensive course that covers the fundamentals of deep learning and neural networks. Additionally, the Master's in Data Science program seems to align with your interests in deep learning and neural networks.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | products, services and processes. |  | This course introduces the fundamentals and current state of machine learning for natural language processing (NLP) and graphs |  | in terms of content, users, and social relations. The course has a particular emphasis on key advancements in deep learning (or |  | neural  network)  architectures,  which  in  recent  years  have  obtained  very  high  performance  across  many  diﬀer",N/A
Hybrid + Rerank,Q16,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,1,1,1,1.0,8.38,"Based on the provided context, it seems that you are interested in learning about Generative Adversarial Networks (GANs).  |  | I would recommend taking the ""Representation Learning and Generative Models"" module from either the Master's Data Science or Master's Computer Science program. This module covers various topics related to generative models, including GANs. |  | In particular, the Master's Data Science program has a module that focuses on representation learning and generative models, which should provide you with a comprehensive understanding of GANs.  |  | I suggest taking this module because it is specifically designed to cover the topic of generative models, including GANs, in-depth.",Program: Masters ICS | Module: Unknown - Unknown Module | ECTS: 0 |  | Autoencoder Application - Constellation Shaping II |  | Training without a channel model |  | Mutual information neural estimator |  | Hands-on session |  | Generative Adversarial Network Application - Channel Modelling |  | Recap realistic channels with non-linear hardware impairments |  | Training a digital twin of a realistic channel with insufficient training data |  | Hands-on session |  | Recurrent Neural Network Applic,N/A
Hybrid + Rerank,Q17,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",1,1,1,1.0,11.82,"Based on the context provided, it seems that you are interested in pursuing a career in AI research after completing your Master's degree. |  | Considering the modules and programs available at TUHH, I would recommend focusing on the Masters Data Science program. This is because the program covers advanced topics such as Advanced Machine Learning, Linear Models and Regression, Big Data, Information Geometry, and Ethics of Machine Learning, which are all relevant to AI research. |  | Additionally, the Master's Data Science program offers specializations in Data Science & Mathematics, Computer Science, and Applications, which can help you tailor your education to your specific interests and career goals. The program also includes a research project, seminar, and technical complementary course, which will provide you with hands-on experience and exposure to research methods. |  | By focusing on the Masters Data Science program, you will gain a solid foundation in machine learning, data science, and AI-related topics, which will be beneficial for your future career in AI research.",Program: Masters Data Sci | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |,N/A
Hybrid + Rerank,Q18,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,0,0,0,0.0,10.81,"Based on the provided context, it appears that you are interested in modules related to teamwork. |  | The Masters GTIME program seems to be a good match for your interests, as it focuses on developing skills for management and problem-solving in various organizations. The program emphasizes the importance of teamwork, collaboration, and communication, which aligns with your enjoyment of working in teams and group projects. |  | Additionally, the Masters ICS and Masters MEMS programs also have modules that involve teamwork and group work, such as the challenge-based project in the ICS module and the implementation of concepts on a hardware platform in both the ICS and MEMS modules.","Program: Masters GTIME | Module: Unknown - Unknown Module | ECTS: 0 |  | compelling  visual  support.  Also,  future  change  makers  need  to  bring  together  perspectives  in  multidisciplinary  and  increasingly |  | intercultural  teams.  Being  able  to  give  and  receive  feedback  in  a  constructive  way  is  equally  important.  Communication  will  be |  | discussed in these different facets in an interactive format and a focus on practical application. |  | Literature Kratzer,  J., ",N/A
Hybrid + Rerank,Q19,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",1,1,1,1.0,12.75,"Based on the provided context, it appears that you have a strong foundation in physics and are interested in applying to the Master's Data Science program at TUHH. |  | The program is designed to prepare students for careers in research and development in academic or industrial environments, working with large amounts of data. Given your background in physics, I would recommend exploring the Specialisation IV. Subject Specific Focus: Elective Compulsory option within Computer Science, as it may align well with your existing knowledge and skills. |  | Additionally, you may want to consider the Data Science: Specialisation II. Computer Science: Elective Compulsory module, which seems to focus on developing a suitable solution approach to given problems and critically evaluating results. This could be an interesting fit for someone with a physics background looking to transition into data science. |  | Overall, I think that the Master's Data Science program at TUHH could be a great fit for you, especially if you're interested in applying your physics knowledge to work with large datasets and develop new analytical skills.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Computer Science: Specialisation IV. Subject Specific Focus: Elective Compulsory |  | Following Curricula |  | Data Science: Core Qualification: Compulsory |  | Electrical  Engineering  and  Information  Technology:  Specialisation  Microwave  Engineering,  Optics,  and  Electromagnetic |  | Compatibility: Compulsory |  | Electrical Engineering and Information Technology: Specialisation Medical Technology: Compulsory |  ",N/A
Hybrid + Rerank,Q20,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,1,1,1,1.0,7.14,"The modules that involve Python programming are: |  | - M2001 - Reinforcement Learning (both L3305 and L3306) | - Master in Data Science (unknown module, but it is mentioned that proficiency in Python for deep learning applications is required)",Program: Masters ICS | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |  | T,N/A
Hybrid + Rerank,Q21,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,1,1,1,1.0,6.0,The Advanced Machine Learning course (L2322) is taught in English.,"Program: Masters Comp Sci | Module: Unknown - Unknown Module | Course: L2322 | ECTS: 3 |  | Course L2322: Advanced Machine Learning |  | Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Jens-Peter Zemke |  | Language EN |  | Cycle WiSe |  | Content |  | 1.  Basics: analogy; layout of neural nets, universal approximation, NP-completeness |  | 2.  Feedforward Neural Networks: backpropagation, variants of Stochastistic ",N/A
Hybrid + Rerank,Q22,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,1,1,1,1.0,4.85,"According to the provided context, the Master's program in Data Science at TUHH consists of a two-year program (four semesters).",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | The program is organized as a two-year program (four semesters) and begins each year in October. It consists of two and a half semesters of lectures | and  lab  courses  and  one  and  a  half  semesters  devoted  to  working  in  a  research  team  (project  work)  and  writing  the  master's  thesis.  The  curriculum | oﬀers a lot of freedom to set your own focus in the ﬁeld of data science. The academic degree of Mast,N/A
Hybrid + Rerank,Q23,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,1,1,1,1.0,6.93,"According to General Regulations §21 (1), the admission requirements for the Master's Data Sci program at TUHH are: |  | * At least 60 credit points have to be achieved in the study programme. |  | This means that students must have completed a sufficient number of credits before being considered for admission to the Master's Data Sci program.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | Credit points 6 |  | Course achievement Compulsory Bonus | 15 % |  | No |  | Form |  | Presentation |  | Description |  | Examination Written exam |  | Examination duration and |  | 90 minutes |  | scale |  | Assignment for the |  | Data Science: Specialisation III. Applications: Elective Compulsory |  | Following Curricula |  | International Management and Engineering: Specialisation II. Logistics: Elective Compulsory |,N/A
Hybrid + Rerank,Q24,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,1,1,1.0,8.13,"The recommended literature for the Advanced Machine Learning module includes: |  | 1. ""neuralnetworksanddeeplearning.com/"" (online work) | 2. ""deeplearningbook.org/"" (online work) |  | Additionally, students are also encouraged to use the provided script and John D. Kelleher's book: ""Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms, Worked Examples, and Case Studies"" (MIT Press).","Program: Masters Mechatronics | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Rec",N/A
Hybrid + Rerank,Q25,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,1,1,1.0,10.33,"The main difference between the Data Science program and the Computer Science program lies in their focus areas. |  | The Master's in Data Science (Masters Data Sci) focuses on extracting insights from data to solve real-world problems, with a special emphasis on IoT systems. It covers topics such as implementing simple compression algorithms, designing custom filters for specific applications, and developing solutions for challenges in the design and implementation of IoT systems. |  | In contrast, the Computer Science program at TUHH has various specialisation options, including Computer and Software Engineering, Intelligence Engineering, and Secure and Dependable IT Systems. While some courses overlap between the two programs, such as Computer Science electives, the Data Science program is more focused on data-driven approaches and applications, whereas the Computer Science program covers a broader range of topics in computer science. |  | If you're interested in working with data to solve real-world problems, I would recommend exploring the Master's in Data Sci program.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | literature to summarize and present the acquired knowledge and link it to the contents of other courses. |  | Workload in Hours Independent Study Time 110, Study Time in Lecture 70 |  | Credit points 6 |  | Course achievement Compulsory Bonus | 15 % |  | No |  | Form |  | Excercises |  | Description |  | Examination Written exam |  | Examination duration and |  | 120 min |  | scale |  | Assignment for the |  | Computer S",N/A
Hybrid + Rerank,Q26,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",1,1,1,1.0,7.15,"The Masters Comp Sci program shares the Advanced Machine Learning (M1552) module.  |  | This program matches your interests because it focuses on computer science, which is closely related to machine learning and artificial intelligence, making it a suitable choice for those interested in advanced machine learning topics like reinforcement learning.",Program: Masters ICS | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |  | T,N/A
Hybrid + Rerank,Q27,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",1,1,1,1.0,8.47,"The following TUHH programs involve machine learning: |  | 1. Master's in Data Science (Masters Data Sci) - This program covers a wide range of topics related to machine learning, including Machine Learning I and II, Advanced Machine Learning, and Reinforcement Learning. | 2. Master's in Computer Science (Masters Comp Sci) - Although the specific module is unknown, the course L0340: Machine Learning and Data Mining is part of this program, which covers various aspects of machine learning. |  | Both programs seem to match a student's interests in machine learning, as they offer courses that cover fundamental topics such as decision trees, clustering, kernel density estimation, and ensemble learning.",Program: Masters Comp Sci | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |,N/A
Hybrid + Rerank,Q28,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,1,1,1,1.0,10.04,"Based on the provided context from the TUHH Module Handbook, it appears that the Master's in Data Science program provides students with a comprehensive education in data science, including mathematical and computer science foundations, statistical models, machine learning, and data management. |  | After completing the program, graduates will have advanced skills in: |  | 1. Applying data science methods to solve complex problems | 2. Working independently on problems in data science and related disciplines | 3. Critically examining results and further developing existing methods based on new findings |  | Additionally, graduates will possess strong social competence, including the ability to work in teams, communicate effectively, and design examples to deepen understanding. |  | It seems that the Master's in Data Science program is well-suited for students interested in applying data science methods to solve complex problems in various application areas.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | models. |  | 6.  Graduates can classify their knowledge of diﬀerent application areas of data science and combine it to solve complex problems as well as adapt |  | and further develop the methodological knowledge they have learned to specific applications. |  | 7.  Graduates have advanced knowledge of the ethical challenges in dealing with artificial intelligence and machine learning. |  | Skills |  | 1.  The ability to,N/A
